"X1","X2","bigram","label"
"linking","cities","linking cities","business"
"cities","london","cities london","business"
"london","sydney","london sydney","business"
"sydney","boeing","sydney boeing","business"
"boeing","contrast","boeing contrast","business"
"contrast","european","contrast european","business"
"european","rival","european rival","business"
"rival","airbus","rival airbus","business"
"airbus","hopes","airbus hopes","business"
"hopes","airlines","hopes airlines","business"
"airlines","fly","airlines fly","business"
"fly","aircraft","fly aircraft","business"
"aircraft","distances","aircraft distances","business"
"distances","airbus","distances airbus","business"
"airbus","overtook","airbus overtook","business"
"overtook","boeing","overtook boeing","business"
"boeing","civilian","boeing civilian","business"
"civilian","planemaker","civilian planemaker","business"
"planemaker","focusing","planemaker focusing","business"
"focusing","socalled","focusing socalled","business"
"socalled","super","socalled super","business"
"super","jumbos","super jumbos","business"
"jumbos","analysts","jumbos analysts","business"
"analysts","divided","analysts divided","business"
"divided","approach","divided approach","business"
"approach","tussle","approach tussle","business"
"tussle","boeing","tussle boeing","business"
"boeing","airbus","boeing airbus","business"
"airbus","prove","airbus prove","business"
"prove","defining","prove defining","business"
"defining","moment","defining moment","business"
"moment","airline","moment airline","business"
"airline","industry","airline industry","business"
"industry","boeing","industry boeing","business"
"boeing","plans","boeing plans","business"
"plans","offer","plans offer","business"
"offer","twinengine","offer twinengine","business"
"twinengine","planes","twinengine planes","business"
"planes","fly","planes fly","business"
"fly","direct","fly direct","business"
"direct","worlds","direct worlds","business"
"worlds","airports","worlds airports","business"
"airports","rid","airports rid","business"
"rid","connecting","rid connecting","business"
"connecting","flights","connecting flights","business"
"flights","banking","flights banking","business"
"banking","slimmer","banking slimmer","business"
"slimmer","planes","slimmer planes","business"
"planes","lr","planes lr","business"
"lr","muchanticipated","lr muchanticipated","business"
"muchanticipated","dreamliner","muchanticipated dreamliner","business"
"dreamliner","plane","dreamliner plane","business"
"plane","set","plane set","business"
"set","skies","set skies","business"
"skies","lr","skies lr","business"
"lr","launch","lr launch","business"
"launch","delayed","launch delayed","business"
"delayed","september","delayed september","business"
"september","attacks","september attacks","business"
"attacks","variation","attacks variation","business"
"variation","boeings","variation boeings","business"
"boeings","twinaisle","boeings twinaisle","business"
"twinaisle","plane","twinaisle plane","business"
"plane","company","plane company","business"
